"Accession_ID","Season","Block","Rep","DSR","Accession","Origin","Species"
"68",1,3,2,8,"PI 662538","Yemen","oleracea"
"68",2,1,3,2,"PI 662538","Yemen","oleracea"
"68",2,2,3,2,"PI 662538","Yemen","oleracea"
"68",2,3,3,1,"PI 662538","Yemen","oleracea"
"68",2,1,4,5,"PI 662538","Yemen","oleracea"
"68",2,2,4,4,"PI 662538","Yemen","oleracea"
"68",2,3,4,4,"PI 662538","Yemen","oleracea"
"68",2,1,5,6,"PI 662538","Yemen","oleracea"
"68",2,2,5,5,"PI 662538","Yemen","oleracea"
"68",2,3,5,4,"PI 662538","Yemen","oleracea"
"69",1,1,1,5,"PI 694037","Italy","oleracea"
"69",1,2,1,7,"PI 694037","Italy","oleracea"
"69",1,3,1,NA,"PI 694037","Italy","oleracea"
"69",1,1,2,3,"PI 694037","Italy","oleracea"
"69",1,2,2,4,"PI 694037","Italy","oleracea"
"69",1,3,2,10,"PI 694037","Italy","oleracea"
"69",2,1,3,3,"PI 694037","Italy","oleracea"
"69",2,2,3,1,"PI 694037","Italy","oleracea"
"69",2,3,3,2,"PI 694037","Italy","oleracea"
"69",2,1,4,5,"PI 694037","Italy","oleracea"
"69",2,2,4,3,"PI 694037","Italy","oleracea"
"69",2,3,4,4,"PI 694037","Italy","oleracea"
"69",2,1,5,7,"PI 694037","Italy","oleracea"
"69",2,2,5,4,"PI 694037","Italy","oleracea"
"69",2,3,5,5,"PI 694037","Italy","oleracea"
"70",1,1,1,5,"PI 508410","South Korea","oleracea"
"70",1,2,1,8,"PI 508410","South Korea","oleracea"
"70",1,3,1,5,"PI 508410","South Korea","oleracea"
"70",1,1,2,4,"PI 508410","South Korea","oleracea"
"70",1,2,2,7,"PI 508410","South Korea","oleracea"
"70",1,3,2,7,"PI 508410","South Korea","oleracea"
"70",2,1,3,2,"PI 508410","South Korea","oleracea"
"70",2,2,3,2,"PI 508410","South Korea","oleracea"
"70",2,3,3,3,"PI 508410","South Korea","oleracea"
"70",2,1,4,4,"PI 508410","South Korea","oleracea"
"70",2,2,4,5,"PI 508410","South Korea","oleracea"
"70",2,3,4,5,"PI 508410","South Korea","oleracea"
"70",2,1,5,6,"PI 508410","South Korea","oleracea"
"70",2,2,5,6,"PI 508410","South Korea","oleracea"
"70",2,3,5,5,"PI 508410","South Korea","oleracea"
"71",1,1,1,5,"PI 662707","United Kingdom","oleracea"
"71",1,2,1,3,"PI 662707","United Kingdom","oleracea"
"71",1,3,1,3,"PI 662707","United Kingdom","oleracea"
"71",1,1,2,7,"PI 662707","United Kingdom","oleracea"
"71",1,2,2,5,"PI 662707","United Kingdom","oleracea"
"71",1,3,2,5,"PI 662707","United Kingdom","oleracea"
"71",2,1,3,4,"PI 662707","United Kingdom","oleracea"
"71",2,2,3,4,"PI 662707","United Kingdom","oleracea"
"71",2,3,3,1,"PI 662707","United Kingdom","oleracea"
"71",2,1,4,5,"PI 662707","United Kingdom","oleracea"
"71",2,2,4,5,"PI 662707","United Kingdom","oleracea"
"71",2,3,4,3,"PI 662707","United Kingdom","oleracea"
"71",2,1,5,6,"PI 662707","United Kingdom","oleracea"
"71",2,2,5,7,"PI 662707","United Kingdom","oleracea"
"71",2,3,5,4,"PI 662707","United Kingdom","oleracea"
"72",1,1,1,4,"PI 443022","Norway","oleracea"
"72",1,2,1,6,"PI 443022","Norway","oleracea"
"72",1,3,1,6,"PI 443022","Norway","oleracea"
"72",1,1,2,6,"PI 443022","Norway","oleracea"
"72",1,2,2,6,"PI 443022","Norway","oleracea"
"72",1,3,2,5,"PI 443022","Norway","oleracea"
"72",2,1,3,2,"PI 443022","Norway","oleracea"
"72",2,2,3,1,"PI 443022","Norway","oleracea"
"72",2,3,3,2,"PI 443022","Norway","oleracea"
"72",2,1,4,4,"PI 443022","Norway","oleracea"
"72",2,2,4,3,"PI 443022","Norway","oleracea"
"72",2,3,4,3,"PI 443022","Norway","oleracea"
"72",2,1,5,4,"PI 443022","Norway","oleracea"
"72",2,2,5,3,"PI 443022","Norway","oleracea"
"72",2,3,5,4,"PI 443022","Norway","oleracea"
"73",1,1,1,4,"PI 385953","Kenya","oleracea"
"73",1,2,1,5,"PI 385953","Kenya","oleracea"
"73",1,3,1,4,"PI 385953","Kenya","oleracea"
"73",1,1,2,8,"PI 385953","Kenya","oleracea"
"73",1,2,2,5,"PI 385953","Kenya","oleracea"
"73",1,3,2,5,"PI 385953","Kenya","oleracea"
"73",2,1,3,1,"PI 385953","Kenya","oleracea"
"73",2,2,3,2,"PI 385953","Kenya","oleracea"
"73",2,3,3,1,"PI 385953","Kenya","oleracea"
"73",2,1,4,3,"PI 385953","Kenya","oleracea"
"73",2,2,4,4,"PI 385953","Kenya","oleracea"
"73",2,3,4,3,"PI 385953","Kenya","oleracea"
"73",2,1,5,4,"PI 385953","Kenya","oleracea"
"73",2,2,5,5,"PI 385953","Kenya","oleracea"
"73",2,3,5,4,"PI 385953","Kenya","oleracea"
"74",1,1,1,6,"PI 385954","Kenya","oleracea"
"74",1,2,1,5,"PI 385954","Kenya","oleracea"
"74",1,3,1,3,"PI 385954","Kenya","oleracea"
"74",1,1,2,4,"PI 385954","Kenya","oleracea"
"74",1,2,2,6,"PI 385954","Kenya","oleracea"
"74",1,3,2,4,"PI 385954","Kenya","oleracea"
"74",2,1,3,1,"PI 385954","Kenya","oleracea"
"74",2,2,3,1,"PI 385954","Kenya","oleracea"
"74",2,3,3,3,"PI 385954","Kenya","oleracea"
"74",2,1,4,4,"PI 385954","Kenya","oleracea"
"74",2,2,4,3,"PI 385954","Kenya","oleracea"
"74",2,3,4,5,"PI 385954","Kenya","oleracea"
"74",2,1,5,5,"PI 385954","Kenya","oleracea"
"74",2,2,5,4,"PI 385954","Kenya","oleracea"
"74",2,3,5,6,"PI 385954","Kenya","oleracea"
"75",1,1,1,6,"PI 384428","India","oleracea"
"75",1,2,1,1,"PI 384428","India","oleracea"
"75",1,3,1,6,"PI 384428","India","oleracea"
"75",1,1,2,6,"PI 384428","India","oleracea"
"75",1,2,2,6,"PI 384428","India","oleracea"
"75",1,3,2,7,"PI 384428","India","oleracea"
"75",2,1,3,2,"PI 384428","India","oleracea"
"75",2,2,3,2,"PI 384428","India","oleracea"
"75",2,3,3,2,"PI 384428","India","oleracea"
"75",2,1,4,4,"PI 384428","India","oleracea"
"75",2,2,4,5,"PI 384428","India","oleracea"
"75",2,3,4,4,"PI 384428","India","oleracea"
"75",2,1,5,6,"PI 384428","India","oleracea"
"75",2,2,5,6,"PI 384428","India","oleracea"
"75",2,3,5,5,"PI 384428","India","oleracea"
"76",1,1,1,5,"PI 372864","Denmark","oleracea"
"76",1,2,1,7,"PI 372864","Denmark","oleracea"
"76",1,3,1,3,"PI 372864","Denmark","oleracea"
"76",1,1,2,8,"PI 372864","Denmark","oleracea"
"76",1,2,2,6,"PI 372864","Denmark","oleracea"
"76",1,3,2,6,"PI 372864","Denmark","oleracea"
"76",2,1,3,2,"PI 372864","Denmark","oleracea"
"76",2,2,3,1,"PI 372864","Denmark","oleracea"
"76",2,3,3,1,"PI 372864","Denmark","oleracea"
"76",2,1,4,3,"PI 372864","Denmark","oleracea"
"76",2,2,4,3,"PI 372864","Denmark","oleracea"
"76",2,3,4,3,"PI 372864","Denmark","oleracea"
"76",2,1,5,5,"PI 372864","Denmark","oleracea"
"76",2,2,5,4,"PI 372864","Denmark","oleracea"
"76",2,3,5,3,"PI 372864","Denmark","oleracea"
"77",1,1,1,6,"PI 662518","Netherlands","oleracea"
"77",1,2,1,7,"PI 662518","Netherlands","oleracea"
"77",1,3,1,5,"PI 662518","Netherlands","oleracea"
"77",1,1,2,7,"PI 662518","Netherlands","oleracea"
"77",1,2,2,6,"PI 662518","Netherlands","oleracea"
"77",1,3,2,7,"PI 662518","Netherlands","oleracea"
"77",2,1,3,2,"PI 662518","Netherlands","oleracea"
"77",2,2,3,1,"PI 662518","Netherlands","oleracea"
"77",2,3,3,1,"PI 662518","Netherlands","oleracea"
"77",2,1,4,4,"PI 662518","Netherlands","oleracea"
"77",2,2,4,4,"PI 662518","Netherlands","oleracea"
"77",2,3,4,4,"PI 662518","Netherlands","oleracea"
"77",2,1,5,7,"PI 662518","Netherlands","oleracea"
"77",2,2,5,5,"PI 662518","Netherlands","oleracea"
"77",2,3,5,6,"PI 662518","Netherlands","oleracea"
"78",1,1,1,6,"PI 343480","United Kingdom","oleracea"
"78",1,2,1,NA,"PI 343480","United Kingdom","oleracea"
"78",1,3,1,5,"PI 343480","United Kingdom","oleracea"
"78",1,1,2,7,"PI 343480","United Kingdom","oleracea"
"78",1,2,2,NA,"PI 343480","United Kingdom","oleracea"
"78",1,3,2,6,"PI 343480","United Kingdom","oleracea"
"78",2,1,3,3,"PI 343480","United Kingdom","oleracea"
"78",2,2,3,2,"PI 343480","United Kingdom","oleracea"
"78",2,3,3,2,"PI 343480","United Kingdom","oleracea"
"78",2,1,4,5,"PI 343480","United Kingdom","oleracea"
"78",2,2,4,3,"PI 343480","United Kingdom","oleracea"
"78",2,3,4,5,"PI 343480","United Kingdom","oleracea"
"78",2,1,5,6,"PI 343480","United Kingdom","oleracea"
"78",2,2,5,5,"PI 343480","United Kingdom","oleracea"
"78",2,3,5,5,"PI 343480","United Kingdom","oleracea"
"79",1,1,1,10,"PI 183214","Egypt","oleracea"
"79",1,2,1,4,"PI 183214","Egypt","oleracea"
"79",1,3,1,5,"PI 183214","Egypt","oleracea"
"79",1,1,2,10,"PI 183214","Egypt","oleracea"
"79",1,2,2,2,"PI 183214","Egypt","oleracea"
"79",1,3,2,4,"PI 183214","Egypt","oleracea"
"79",2,1,3,2,"PI 183214","Egypt","oleracea"
"79",2,2,3,2,"PI 183214","Egypt","oleracea"
"79",2,3,3,2,"PI 183214","Egypt","oleracea"
"79",2,1,4,3,"PI 183214","Egypt","oleracea"
"79",2,2,4,4,"PI 183214","Egypt","oleracea"
"79",2,3,4,3,"PI 183214","Egypt","oleracea"
"79",2,1,5,5,"PI 183214","Egypt","oleracea"
"79",2,2,5,4,"PI 183214","Egypt","oleracea"
"79",2,3,5,4,"PI 183214","Egypt","oleracea"
"80",1,1,1,6,"PI 291567","Egypt","oleracea"
"80",1,2,1,6,"PI 291567","Egypt","oleracea"
"80",1,3,1,4,"PI 291567","Egypt","oleracea"
"80",1,1,2,7,"PI 291567","Egypt","oleracea"
"80",1,2,2,7,"PI 291567","Egypt","oleracea"
"80",1,3,2,7,"PI 291567","Egypt","oleracea"
"80",2,1,3,2,"PI 291567","Egypt","oleracea"
"80",2,2,3,2,"PI 291567","Egypt","oleracea"
"80",2,3,3,2,"PI 291567","Egypt","oleracea"
"80",2,1,4,5,"PI 291567","Egypt","oleracea"
"80",2,2,4,4,"PI 291567","Egypt","oleracea"
"80",2,3,4,4,"PI 291567","Egypt","oleracea"
"80",2,1,5,7,"PI 291567","Egypt","oleracea"
"80",2,2,5,4,"PI 291567","Egypt","oleracea"
"80",2,3,5,5,"PI 291567","Egypt","oleracea"
"81",1,1,1,5,"PI 267721","United States","oleracea"
"81",1,2,1,4,"PI 267721","United States","oleracea"
"81",1,3,1,6,"PI 267721","United States","oleracea"
"81",1,1,2,7,"PI 267721","United States","oleracea"
"81",1,2,2,5,"PI 267721","United States","oleracea"
"81",1,3,2,10,"PI 267721","United States","oleracea"
"81",2,1,3,3,"PI 267721","United States","oleracea"
"81",2,2,3,2,"PI 267721","United States","oleracea"
"81",2,3,3,2,"PI 267721","United States","oleracea"
"81",2,1,4,5,"PI 267721","United States","oleracea"
"81",2,2,4,4,"PI 267721","United States","oleracea"
"81",2,3,4,3,"PI 267721","United States","oleracea"
"81",2,1,5,8,"PI 267721","United States","oleracea"
"81",2,2,5,5,"PI 267721","United States","oleracea"
"81",2,3,5,4,"PI 267721","United States","oleracea"
"82",1,1,1,NA,"PI 264331","Spain","oleracea"
"82",1,2,1,2,"PI 264331","Spain","oleracea"
"82",1,3,1,NA,"PI 264331","Spain","oleracea"
"82",1,1,2,NA,"PI 264331","Spain","oleracea"
"82",1,2,2,8,"PI 264331","Spain","oleracea"
"82",1,3,2,5,"PI 264331","Spain","oleracea"
"82",2,1,3,NA,"PI 264331","Spain","oleracea"
"82",2,2,3,NA,"PI 264331","Spain","oleracea"
"82",2,3,3,NA,"PI 264331","Spain","oleracea"
"82",2,1,4,NA,"PI 264331","Spain","oleracea"
"82",2,2,4,NA,"PI 264331","Spain","oleracea"
"82",2,3,4,NA,"PI 264331","Spain","oleracea"
"82",2,1,5,NA,"PI 264331","Spain","oleracea"
"82",2,2,5,NA,"PI 264331","Spain","oleracea"
"82",2,3,5,NA,"PI 264331","Spain","oleracea"
"83",1,1,1,7,"PI 244830","United States","oleracea"
"83",1,2,1,6,"PI 244830","United States","oleracea"
"83",1,3,1,2,"PI 244830","United States","oleracea"
"83",1,1,2,5,"PI 244830","United States","oleracea"
"83",1,2,2,6,"PI 244830","United States","oleracea"
"83",1,3,2,4,"PI 244830","United States","oleracea"
"83",2,1,3,2,"PI 244830","United States","oleracea"
"83",2,2,3,2,"PI 244830","United States","oleracea"
"83",2,3,3,2,"PI 244830","United States","oleracea"
"83",2,1,4,4,"PI 244830","United States","oleracea"
"83",2,2,4,4,"PI 244830","United States","oleracea"
"83",2,3,4,4,"PI 244830","United States","oleracea"
"83",2,1,5,4,"PI 244830","United States","oleracea"
"83",2,2,5,6,"PI 244830","United States","oleracea"
"83",2,3,5,5,"PI 244830","United States","oleracea"
"84",1,1,1,7,"PI 241611","Australia","oleracea"
"84",1,2,1,6,"PI 241611","Australia","oleracea"
"84",1,3,1,5,"PI 241611","Australia","oleracea"
"84",1,1,2,7,"PI 241611","Australia","oleracea"
"84",1,2,2,4,"PI 241611","Australia","oleracea"
"84",1,3,2,7,"PI 241611","Australia","oleracea"
"84",2,1,3,2,"PI 241611","Australia","oleracea"
"84",2,2,3,2,"PI 241611","Australia","oleracea"
"84",2,3,3,1,"PI 241611","Australia","oleracea"
"84",2,1,4,5,"PI 241611","Australia","oleracea"
"84",2,2,4,5,"PI 241611","Australia","oleracea"
"84",2,3,4,4,"PI 241611","Australia","oleracea"
"84",2,1,5,6,"PI 241611","Australia","oleracea"
"84",2,2,5,6,"PI 241611","Australia","oleracea"
"84",2,3,5,4,"PI 241611","Australia","oleracea"
"85",1,1,1,6,"PI 189028","Puerto Rico","oleracea"
"85",1,2,1,3,"PI 189028","Puerto Rico","oleracea"
"85",1,3,1,5,"PI 189028","Puerto Rico","oleracea"
"85",1,1,2,7,"PI 189028","Puerto Rico","oleracea"
"85",1,2,2,5,"PI 189028","Puerto Rico","oleracea"
"85",1,3,2,NA,"PI 189028","Puerto Rico","oleracea"
"85",2,1,3,4,"PI 189028","Puerto Rico","oleracea"
"85",2,2,3,2,"PI 189028","Puerto Rico","oleracea"
"85",2,3,3,3,"PI 189028","Puerto Rico","oleracea"
"85",2,1,4,6,"PI 189028","Puerto Rico","oleracea"
"85",2,2,4,4,"PI 189028","Puerto Rico","oleracea"
"85",2,3,4,5,"PI 189028","Puerto Rico","oleracea"
"85",2,1,5,7,"PI 189028","Puerto Rico","oleracea"
"85",2,2,5,5,"PI 189028","Puerto Rico","oleracea"
"85",2,3,5,6,"PI 189028","Puerto Rico","oleracea"
"86",1,1,1,5,"PI 188561","Colombia","oleracea"
"86",1,2,1,5,"PI 188561","Colombia","oleracea"
"86",1,3,1,4,"PI 188561","Colombia","oleracea"
"86",1,1,2,4,"PI 188561","Colombia","oleracea"
"86",1,2,2,3,"PI 188561","Colombia","oleracea"
"86",1,3,2,5,"PI 188561","Colombia","oleracea"
"86",2,1,3,2,"PI 188561","Colombia","oleracea"
"86",2,2,3,2,"PI 188561","Colombia","oleracea"
"86",2,3,3,1,"PI 188561","Colombia","oleracea"
"86",2,1,4,4,"PI 188561","Colombia","oleracea"
"86",2,2,4,2,"PI 188561","Colombia","oleracea"
"86",2,3,4,4,"PI 188561","Colombia","oleracea"
"86",2,1,5,6,"PI 188561","Colombia","oleracea"
"86",2,2,5,3,"PI 188561","Colombia","oleracea"
"86",2,3,5,5,"PI 188561","Colombia","oleracea"
"87",1,1,1,7,"PI 662560","Poland","oleracea"
"87",1,2,1,6,"PI 662560","Poland","oleracea"
"87",1,3,1,5,"PI 662560","Poland","oleracea"
"87",1,1,2,8,"PI 662560","Poland","oleracea"
"87",1,2,2,7,"PI 662560","Poland","oleracea"
"87",1,3,2,6,"PI 662560","Poland","oleracea"
"87",2,1,3,2,"PI 662560","Poland","oleracea"
"87",2,2,3,3,"PI 662560","Poland","oleracea"
"87",2,3,3,1,"PI 662560","Poland","oleracea"
"87",2,1,4,4,"PI 662560","Poland","oleracea"
"87",2,2,4,6,"PI 662560","Poland","oleracea"
"87",2,3,4,2,"PI 662560","Poland","oleracea"
"87",2,1,5,5,"PI 662560","Poland","oleracea"
"87",2,2,5,10,"PI 662560","Poland","oleracea"
"87",2,3,5,4,"PI 662560","Poland","oleracea"
"88",1,1,1,6,"PI 687095","United Kingdom","oleracea"
"88",1,2,1,2,"PI 687095","United Kingdom","oleracea"
"88",1,3,1,2,"PI 687095","United Kingdom","oleracea"
"88",1,1,2,4,"PI 687095","United Kingdom","oleracea"
"88",1,2,2,3,"PI 687095","United Kingdom","oleracea"
"88",1,3,2,2,"PI 687095","United Kingdom","oleracea"
"88",2,1,3,3,"PI 687095","United Kingdom","oleracea"
"88",2,2,3,1,"PI 687095","United Kingdom","oleracea"
"88",2,3,3,2,"PI 687095","United Kingdom","oleracea"
"88",2,1,4,4,"PI 687095","United Kingdom","oleracea"
"88",2,2,4,3,"PI 687095","United Kingdom","oleracea"
"88",2,3,4,4,"PI 687095","United Kingdom","oleracea"
"88",2,1,5,6,"PI 687095","United Kingdom","oleracea"
"88",2,2,5,5,"PI 687095","United Kingdom","oleracea"
"88",2,3,5,5,"PI 687095","United Kingdom","oleracea"
"89",1,1,1,9,"PI 263057","Russia","oleracea"
"89",1,2,1,9,"PI 263057","Russia","oleracea"
"89",1,3,1,NA,"PI 263057","Russia","oleracea"
"89",1,1,2,10,"PI 263057","Russia","oleracea"
"89",1,2,2,10,"PI 263057","Russia","oleracea"
"89",1,3,2,NA,"PI 263057","Russia","oleracea"
"89",2,1,3,NA,"PI 263057","Russia","oleracea"
"89",2,2,3,NA,"PI 263057","Russia","oleracea"
"89",2,3,3,NA,"PI 263057","Russia","oleracea"
"89",2,1,4,NA,"PI 263057","Russia","oleracea"
"89",2,2,4,NA,"PI 263057","Russia","oleracea"
"89",2,3,4,NA,"PI 263057","Russia","oleracea"
"89",2,1,5,NA,"PI 263057","Russia","oleracea"
"89",2,2,5,NA,"PI 263057","Russia","oleracea"
"89",2,3,5,NA,"PI 263057","Russia","oleracea"
"90",1,1,1,5,"PI 687064","Kazakhstan","oleracea"
"90",1,2,1,7,"PI 687064","Kazakhstan","oleracea"
"90",1,3,1,4,"PI 687064","Kazakhstan","oleracea"
"90",1,1,2,7,"PI 687064","Kazakhstan","oleracea"
"90",1,2,2,5,"PI 687064","Kazakhstan","oleracea"
"90",1,3,2,6,"PI 687064","Kazakhstan","oleracea"
"90",2,1,3,3,"PI 687064","Kazakhstan","oleracea"
"90",2,2,3,1,"PI 687064","Kazakhstan","oleracea"
"90",2,3,3,1,"PI 687064","Kazakhstan","oleracea"
"90",2,1,4,5,"PI 687064","Kazakhstan","oleracea"
"90",2,2,4,3,"PI 687064","Kazakhstan","oleracea"
"90",2,3,4,2,"PI 687064","Kazakhstan","oleracea"
"90",2,1,5,6,"PI 687064","Kazakhstan","oleracea"
"90",2,2,5,5,"PI 687064","Kazakhstan","oleracea"
"90",2,3,5,5,"PI 687064","Kazakhstan","oleracea"
"91",1,1,1,3,"PI 249534","Spain","oleracea"
"91",1,2,1,4,"PI 249534","Spain","oleracea"
"91",1,3,1,3,"PI 249534","Spain","oleracea"
"91",1,1,2,2,"PI 249534","Spain","oleracea"
"91",1,2,2,8,"PI 249534","Spain","oleracea"
"91",1,3,2,4,"PI 249534","Spain","oleracea"
"91",2,1,3,2,"PI 249534","Spain","oleracea"
"91",2,2,3,2,"PI 249534","Spain","oleracea"
"91",2,3,3,2,"PI 249534","Spain","oleracea"
"91",2,1,4,4,"PI 249534","Spain","oleracea"
"91",2,2,4,4,"PI 249534","Spain","oleracea"
"91",2,3,4,4,"PI 249534","Spain","oleracea"
"91",2,1,5,5,"PI 249534","Spain","oleracea"
"91",2,2,5,4,"PI 249534","Spain","oleracea"
"91",2,3,5,6,"PI 249534","Spain","oleracea"
"92",1,1,1,6,"PI 209942","Australia","oleracea"
"92",1,2,1,7,"PI 209942","Australia","oleracea"
"92",1,3,1,10,"PI 209942","Australia","oleracea"
"92",1,1,2,7,"PI 209942","Australia","oleracea"
"92",1,2,2,7,"PI 209942","Australia","oleracea"
"92",1,3,2,10,"PI 209942","Australia","oleracea"
"92",2,1,3,1,"PI 209942","Australia","oleracea"
"92",2,2,3,NA,"PI 209942","Australia","oleracea"
"92",2,3,3,NA,"PI 209942","Australia","oleracea"
"92",2,1,4,3,"PI 209942","Australia","oleracea"
"92",2,2,4,NA,"PI 209942","Australia","oleracea"
"92",2,3,4,NA,"PI 209942","Australia","oleracea"
"92",2,1,5,4,"PI 209942","Australia","oleracea"
"92",2,2,5,NA,"PI 209942","Australia","oleracea"
"92",2,3,5,NA,"PI 209942","Australia","oleracea"
"93",1,1,1,6,"PI 261775","France","oleracea"
"93",1,2,1,5,"PI 261775","France","oleracea"
"93",1,3,1,6,"PI 261775","France","oleracea"
"93",1,1,2,7,"PI 261775","France","oleracea"
"93",1,2,2,2,"PI 261775","France","oleracea"
"93",1,3,2,8,"PI 261775","France","oleracea"
"93",2,1,3,3,"PI 261775","France","oleracea"
"93",2,2,3,2,"PI 261775","France","oleracea"
"93",2,3,3,2,"PI 261775","France","oleracea"
"93",2,1,4,5,"PI 261775","France","oleracea"
"93",2,2,4,4,"PI 261775","France","oleracea"
"93",2,3,4,3,"PI 261775","France","oleracea"
"93",2,1,5,6,"PI 261775","France","oleracea"
"93",2,2,5,5,"PI 261775","France","oleracea"
"93",2,3,5,5,"PI 261775","France","oleracea"
"94",1,1,1,7,"G 30714","United Kingdom","oleracea"
"94",1,2,1,6,"G 30714","United Kingdom","oleracea"
"94",1,3,1,6,"G 30714","United Kingdom","oleracea"
"94",1,1,2,7,"G 30714","United Kingdom","oleracea"
"94",1,2,2,7,"G 30714","United Kingdom","oleracea"
"94",1,3,2,7,"G 30714","United Kingdom","oleracea"
"94",2,1,3,2,"G 30714","United Kingdom","oleracea"
"94",2,2,3,3,"G 30714","United Kingdom","oleracea"
"94",2,3,3,2,"G 30714","United Kingdom","oleracea"
"94",2,1,4,4,"G 30714","United Kingdom","oleracea"
"94",2,2,4,5,"G 30714","United Kingdom","oleracea"
"94",2,3,4,5,"G 30714","United Kingdom","oleracea"
"94",2,1,5,NA,"G 30714","United Kingdom","oleracea"
"94",2,2,5,6,"G 30714","United Kingdom","oleracea"
"94",2,3,5,5,"G 30714","United Kingdom","oleracea"
"95",1,1,1,6,"PI 343674","Germany","oleracea"
"95",1,2,1,7,"PI 343674","Germany","oleracea"
"95",1,3,1,5,"PI 343674","Germany","oleracea"
"95",1,1,2,7,"PI 343674","Germany","oleracea"
"95",1,2,2,8,"PI 343674","Germany","oleracea"
"95",1,3,2,8,"PI 343674","Germany","oleracea"
"95",2,1,3,2,"PI 343674","Germany","oleracea"
"95",2,2,3,3,"PI 343674","Germany","oleracea"
"95",2,3,3,2,"PI 343674","Germany","oleracea"
"95",2,1,4,5,"PI 343674","Germany","oleracea"
"95",2,2,4,4,"PI 343674","Germany","oleracea"
"95",2,3,4,4,"PI 343674","Germany","oleracea"
"95",2,1,5,7,"PI 343674","Germany","oleracea"
"95",2,2,5,5,"PI 343674","Germany","oleracea"
"95",2,3,5,5,"PI 343674","Germany","oleracea"
"96",1,1,1,8,"PI 662661","United Kingdom","oleracea"
"96",1,2,1,5,"PI 662661","United Kingdom","oleracea"
"96",1,3,1,5,"PI 662661","United Kingdom","oleracea"
"96",1,1,2,7,"PI 662661","United Kingdom","oleracea"
"96",1,2,2,7,"PI 662661","United Kingdom","oleracea"
"96",1,3,2,7,"PI 662661","United Kingdom","oleracea"
"96",2,1,3,3,"PI 662661","United Kingdom","oleracea"
"96",2,2,3,4,"PI 662661","United Kingdom","oleracea"
"96",2,3,3,6,"PI 662661","United Kingdom","oleracea"
"96",2,1,4,4,"PI 662661","United Kingdom","oleracea"
"96",2,2,4,4,"PI 662661","United Kingdom","oleracea"
"96",2,3,4,6,"PI 662661","United Kingdom","oleracea"
"96",2,1,5,5,"PI 662661","United Kingdom","oleracea"
"96",2,2,5,5,"PI 662661","United Kingdom","oleracea"
"96",2,3,5,6,"PI 662661","United Kingdom","oleracea"
"97",1,1,1,5,"PI 662581","Canada","oleracea"
"97",1,2,1,7,"PI 662581","Canada","oleracea"
"97",1,3,1,5,"PI 662581","Canada","oleracea"
"97",1,1,2,6,"PI 662581","Canada","oleracea"
"97",1,2,2,9,"PI 662581","Canada","oleracea"
"97",1,3,2,6,"PI 662581","Canada","oleracea"
"97",2,1,3,2,"PI 662581","Canada","oleracea"
"97",2,2,3,NA,"PI 662581","Canada","oleracea"
"97",2,3,3,2,"PI 662581","Canada","oleracea"
"97",2,1,4,3,"PI 662581","Canada","oleracea"
"97",2,2,4,NA,"PI 662581","Canada","oleracea"
"97",2,3,4,6,"PI 662581","Canada","oleracea"
"97",2,1,5,5,"PI 662581","Canada","oleracea"
"97",2,2,5,NA,"PI 662581","Canada","oleracea"
"97",2,3,5,6,"PI 662581","Canada","oleracea"
"98",1,1,1,4,"G 28880","Italy","oleracea"
"98",1,2,1,2,"G 28880","Italy","oleracea"
"98",1,3,1,6,"G 28880","Italy","oleracea"
"98",1,1,2,7,"G 28880","Italy","oleracea"
"98",1,2,2,7,"G 28880","Italy","oleracea"
"98",1,3,2,6,"G 28880","Italy","oleracea"
"98",2,1,3,2,"G 28880","Italy","oleracea"
"98",2,2,3,1,"G 28880","Italy","oleracea"
"98",2,3,3,1,"G 28880","Italy","oleracea"
"98",2,1,4,4,"G 28880","Italy","oleracea"
"98",2,2,4,2,"G 28880","Italy","oleracea"
"98",2,3,4,2,"G 28880","Italy","oleracea"
"98",2,1,5,6,"G 28880","Italy","oleracea"
"98",2,2,5,3,"G 28880","Italy","oleracea"
"98",2,3,5,3,"G 28880","Italy","oleracea"
"99",1,1,1,6,"PI 141576","Iran","oleracea"
"99",1,2,1,7,"PI 141576","Iran","oleracea"
"99",1,3,1,5,"PI 141576","Iran","oleracea"
"99",1,1,2,7,"PI 141576","Iran","oleracea"
"99",1,2,2,7,"PI 141576","Iran","oleracea"
"99",1,3,2,7,"PI 141576","Iran","oleracea"
"99",2,1,3,2,"PI 141576","Iran","oleracea"
"99",2,2,3,2,"PI 141576","Iran","oleracea"
"99",2,3,3,3,"PI 141576","Iran","oleracea"
"99",2,1,4,3,"PI 141576","Iran","oleracea"
"99",2,2,4,3,"PI 141576","Iran","oleracea"
"99",2,3,4,4,"PI 141576","Iran","oleracea"
"99",2,1,5,4,"PI 141576","Iran","oleracea"
"99",2,2,5,4,"PI 141576","Iran","oleracea"
"99",2,3,5,5,"PI 141576","Iran","oleracea"
"100",1,1,1,4,"PI 662712","Italy","oleracea"
"100",1,2,1,6,"PI 662712","Italy","oleracea"
"100",1,3,1,6,"PI 662712","Italy","oleracea"
"100",1,1,2,6,"PI 662712","Italy","oleracea"
"100",1,2,2,7,"PI 662712","Italy","oleracea"
"100",1,3,2,8,"PI 662712","Italy","oleracea"
"100",2,1,3,1,"PI 662712","Italy","oleracea"
"100",2,2,3,2,"PI 662712","Italy","oleracea"
"100",2,3,3,2,"PI 662712","Italy","oleracea"
